ShipmentID,OrderID,OriginPort,DestinationPort,Carrier,Mode,DepartureDate,ArrivalDate,StandardTransitDays,ActualTransitDays,Status
S01414,O01414,Busan,Sydney,Hapag-Lloyd,Sea,2024-04-21,2024-05-11,16,20,Delayed
S01415,O01415,Shanghai,Los Angeles,DHL Aviation,Air,2024-01-01,2024-01-08,3,7,Delayed
S01416,O01416,Tokyo,Sydney,DHL Aviation,Air,2024-05-25,2024-06-02,2,8,Delayed
S01417,O01417,Frankfurt,New York,FedEx Logistics,Air,2024-06-23,2024-06-27,2,4,Delayed
S01418,O01418,Singapore,Antwerp,Evergreen,Sea,2024-01-24,2024-02-28,32,35,Delayed
S01419,O01419,Hamburg,Vancouver,Maersk,Sea,2024-04-27,2024-05-21,22,24,Delayed
S01420,O01420,Singapore,Felixstowe,COSCO,Sea,2024-01-11,2024-02-18,34,38,Delayed
S01421,O01421,Hamburg,Tokyo,Evergreen,Sea,2024-04-09,2024-05-06,28,27,Delivered
S01422,O01422,Hamburg,Vancouver,Hapag-Lloyd,Sea,2024-01-22,2024-02-18,22,27,Delayed
S01423,O01423,Singapore,Felixstowe,Maersk,Sea,2024-02-19,2024-03-22,34,32,Delivered
S01424,O01424,Shanghai,Sydney,MSC,Sea,2024-05-05,2024-05-29,20,24,Delayed
S01425,O01425,Nhava Sheva,Houston,Evergreen,Sea,2024-03-19,2024-04-23,30,35,Delayed
S01426,O01426,Busan,Sydney,Maersk,Sea,2024-01-10,2024-01-29,16,19,Delayed
S01427,O01427,Hamburg,Antwerp,Maersk,Sea,2024-04-13,2024-04-17,5,4,Delivered
S01428,O01428,Singapore,Antwerp,Evergreen,Sea,2024-05-13,2024-06-19,32,37,Delayed
S01429,O01429,Dubai,London,DHL Aviation,Air,2024-07-08,2024-07-11,2,3,Delayed
S01430,O01430,Shanghai,Los Angeles,DHL Aviation,Air,2024-05-05,2024-05-06,3,1,Delivered
S01431,O01431,Shanghai,Sydney,Maersk,Sea,2024-03-03,2024-03-23,20,20,Delivered
S01432,O01432,Singapore,Antwerp,Maersk,Sea,2024-03-19,2024-04-19,32,31,Delivered
S01433,O01433,Singapore,Felixstowe,COSCO,Sea,2024-01-17,2024-02-19,34,33,Delivered
S01434,O01434,Shanghai,Sydney,COSCO,Sea,2024-02-26,2024-03-16,20,19,Delivered
S01435,O01435,Tokyo,Sydney,FedEx Logistics,Air,2024-07-07,2024-07-13,2,6,Delayed
S01436,O01436,Singapore,Antwerp,COSCO,Sea,2024-05-19,2024-06-20,32,32,Delivered
S01437,O01437,Singapore,Los Angeles,Maersk,Sea,2024-05-31,2024-06-20,20,20,Delivered
S01438,O01438,Shanghai,New York,CMA CGM,Sea,2024-02-06,2024-03-11,30,34,Delayed
S01439,O01439,Hamburg,Vancouver,COSCO,Sea,2024-02-12,2024-03-10,22,27,Delayed
S01440,O01440,Shanghai,Sydney,Maersk,Sea,2024-02-04,2024-02-23,20,19,Delivered
S01441,O01441,Singapore,Antwerp,COSCO,Sea,2024-04-06,2024-05-08,32,32,Delivered
S01442,O01442,Busan,Sydney,Maersk,Sea,2024-01-02,2024-01-16,16,14,Delivered
S01443,O01443,Shanghai,New York,Evergreen,Sea,2024-06-15,2024-07-17,30,32,Delayed
S01444,O01444,Busan,Sydney,Evergreen,Sea,2024-02-02,2024-02-19,16,17,Delayed
S01445,O01445,Hamburg,Tokyo,COSCO,Sea,2024-04-25,2024-05-27,28,32,Delayed
S01446,O01446,Singapore,Felixstowe,COSCO,Sea,2024-06-26,2024-07-28,34,32,Delivered
S01447,O01447,Hamburg,Antwerp,Hapag-Lloyd,Sea,2024-06-05,2024-06-09,5,4,Delivered
S01448,O01448,Hamburg,Tokyo,CMA CGM,Sea,2024-04-17,2024-05-13,28,26,Delivered
S01449,O01449,Singapore,Los Angeles,Maersk,Sea,2024-05-15,2024-06-03,20,19,Delivered
S01450,O01450,Nhava Sheva,Houston,COSCO,Sea,2024-02-26,2024-04-01,30,35,Delayed
S01451,O01451,Singapore,Antwerp,MSC,Sea,2024-03-11,2024-04-10,32,30,Delivered
S01452,O01452,Singapore,Felixstowe,Evergreen,Sea,2024-05-01,2024-06-09,34,39,Delayed
S01453,O01453,Singapore,Antwerp,Maersk,Sea,2024-01-14,2024-02-18,32,35,Delayed
S01454,O01454,Busan,New York,CMA CGM,Sea,2024-03-26,2024-05-02,32,37,Delayed
S01455,O01455,Hamburg,Antwerp,Maersk,Sea,2024-05-17,2024-05-22,5,5,Delivered
S01456,O01456,Shanghai,Los Angeles,Hapag-Lloyd,Sea,2024-05-11,2024-05-28,18,17,Delivered
S01457,O01457,Singapore,Los Angeles,Evergreen,Sea,2024-04-23,2024-05-16,20,23,Delayed
S01458,O01458,Hamburg,Antwerp,Evergreen,Sea,2024-03-24,2024-03-30,5,6,Delayed
S01459,O01459,Hamburg,Vancouver,MSC,Sea,2024-01-26,2024-02-18,22,23,Delayed
S01460,O01460,Singapore,Los Angeles,Hapag-Lloyd,Sea,2024-02-26,2024-03-16,20,19,Delivered
S01461,O01461,Busan,Sydney,Maersk,Sea,2024-04-21,2024-05-07,16,16,Delivered
S01462,O01462,Shanghai,Sydney,Hapag-Lloyd,Sea,2024-02-15,2024-03-10,20,24,Delayed
S01463,O01463,Busan,Sydney,Evergreen,Sea,2024-02-19,2024-03-09,16,19,Delayed
S01464,O01464,Singapore,London,FedEx Logistics,Air,2024-02-02,2024-02-03,2,1,Delivered
S01465,O01465,Shanghai,Los Angeles,CMA CGM,Sea,2024-02-04,2024-02-21,18,17,Delivered
S01466,O01466,Tokyo,Sydney,FedEx Logistics,Air,2024-02-13,2024-02-18,2,5,Delayed
S01467,O01467,Hamburg,Tokyo,COSCO,Sea,2024-02-10,2024-03-09,28,28,Delivered
S01468,O01468,Nhava Sheva,Houston,MSC,Sea,2024-01-23,2024-02-26,30,34,Delayed
S01469,O01469,Tokyo,Sydney,DHL Aviation,Air,2024-05-31,2024-06-07,2,7,Delayed
S01470,O01470,Frankfurt,New York,DHL Aviation,Air,2024-07-05,2024-07-11,2,6,Delayed
S01471,O01471,Singapore,Los Angeles,MSC,Sea,2024-03-24,2024-04-17,20,24,Delayed
S01472,O01472,Shanghai,Sydney,MSC,Sea,2024-05-26,2024-06-13,20,18,Delivered
S01473,O01473,Shanghai,Los Angeles,Maersk,Sea,2024-04-30,2024-05-24,18,24,Delayed
S01474,O01474,Nhava Sheva,Houston,Hapag-Lloyd,Sea,2024-05-02,2024-05-31,30,29,Delivered
S01475,O01475,Singapore,Los Angeles,Maersk,Sea,2024-05-22,2024-06-09,20,18,Delivered
S01476,O01476,Busan,New York,MSC,Sea,2024-02-03,2024-03-09,32,35,Delayed
S01477,O01477,Singapore,Antwerp,Maersk,Sea,2024-01-05,2024-02-11,32,37,Delayed
S01478,O01478,Singapore,Felixstowe,Evergreen,Sea,2024-04-27,2024-05-29,34,32,Delivered
S01479,O01479,Tokyo,Sydney,DHL Aviation,Air,2024-06-29,2024-07-05,2,6,Delayed
S01480,O01480,Hamburg,Vancouver,Evergreen,Sea,2024-04-28,2024-05-18,22,20,Delivered
S01481,O01481,Shanghai,Los Angeles,FedEx Logistics,Air,2024-06-25,2024-07-01,3,6,Delayed
S01482,O01482,Hamburg,Tokyo,Hapag-Lloyd,Sea,2024-07-11,2024-08-10,28,30,Delayed
S01483,O01483,Shanghai,Sydney,COSCO,Sea,2024-05-27,2024-06-17,20,21,Delayed
S01484,O01484,Shanghai,New York,COSCO,Sea,2024-03-26,2024-04-23,30,28,Delivered
S01485,O01485,Singapore,Antwerp,CMA CGM,Sea,2024-01-14,2024-02-14,32,31,Delivered
S01486,O01486,Busan,Sydney,COSCO,Sea,2024-01-11,2024-01-30,16,19,Delayed
S01487,O01487,Singapore,Antwerp,COSCO,Sea,2024-06-29,2024-07-30,32,31,Delivered
S01488,O01488,Singapore,Los Angeles,MSC,Sea,2024-03-26,2024-04-16,20,21,Delayed
S01489,O01489,Singapore,Antwerp,Hapag-Lloyd,Sea,2024-07-07,2024-08-09,32,33,Delayed
S01490,O01490,Singapore,Los Angeles,CMA CGM,Sea,2024-03-31,2024-04-22,20,22,Delayed
S01491,O01491,Busan,New York,CMA CGM,Sea,2024-01-14,2024-02-14,32,31,Delivered
S01492,O01492,Busan,Sydney,Hapag-Lloyd,Sea,2024-05-08,2024-05-30,16,22,Delayed
S01493,O01493,Tokyo,Sydney,FedEx Logistics,Air,2024-04-25,2024-04-30,2,5,Delayed
S01494,O01494,Hamburg,Antwerp,Maersk,Sea,2024-02-18,2024-02-28,5,10,Delayed
S01495,O01495,Busan,New York,MSC,Sea,2024-03-14,2024-04-14,32,31,Delivered
S01496,O01496,Hamburg,Tokyo,Maersk,Sea,2024-06-27,2024-07-25,28,28,Delivered
S01497,O01497,Singapore,Los Angeles,COSCO,Sea,2024-06-09,2024-06-27,20,18,Delivered
S01498,O01498,Singapore,Antwerp,COSCO,Sea,2024-02-03,2024-03-11,32,37,Delayed
S01499,O01499,Busan,Sydney,Evergreen,Sea,2024-06-14,2024-06-28,16,14,Delivered
S01500,O01500,Shanghai,New York,Maersk,Sea,2024-02-29,2024-04-05,30,36,Delayed
S01501,O01501,Busan,New York,COSCO,Sea,2024-03-28,2024-05-02,32,35,Delayed
S01502,O01502,Singapore,Antwerp,Evergreen,Sea,2024-05-15,2024-06-22,32,38,Delayed
S01503,O01503,Hamburg,Tokyo,COSCO,Sea,2024-02-03,2024-03-04,28,30,Delayed
S01504,O01504,Hamburg,Tokyo,MSC,Sea,2024-05-03,2024-06-03,28,31,Delayed
S01505,O01505,Shanghai,Los Angeles,DHL Aviation,Air,2024-03-31,2024-04-05,3,5,Delayed
S01506,O01506,Singapore,Felixstowe,COSCO,Sea,2024-02-11,2024-03-22,34,40,Delayed
S01507,O01507,Singapore,Felixstowe,Evergreen,Sea,2024-06-26,2024-07-30,34,34,Delivered
S01508,O01508,Shanghai,New York,Maersk,Sea,2024-03-22,2024-04-21,30,30,Delivered
S01509,O01509,Hamburg,Vancouver,MSC,Sea,2024-02-22,2024-03-21,22,28,Delayed
S01510,O01510,Singapore,Antwerp,CMA CGM,Sea,2024-03-29,2024-04-30,32,32,Delivered
S01511,O01511,Nhava Sheva,Houston,MSC,Sea,2024-05-16,2024-06-17,30,32,Delayed
S01512,O01512,Shanghai,Los Angeles,Hapag-Lloyd,Sea,2024-05-07,2024-05-25,18,18,Delivered
S01513,O01513,Frankfurt,New York,DHL Aviation,Air,2024-01-02,2024-01-10,2,8,Delayed
S01514,O01514,Frankfurt,New York,FedEx Logistics,Air,2024-05-01,2024-05-05,2,4,Delayed
S01515,O01515,Dubai,London,DHL Aviation,Air,2024-05-24,2024-05-31,2,7,Delayed
S01516,O01516,Shanghai,New York,Evergreen,Sea,2024-05-02,2024-05-30,30,28,Delivered
S01517,O01517,Nhava Sheva,Houston,Maersk,Sea,2024-03-19,2024-04-16,30,28,Delivered
S01518,O01518,Singapore,Los Angeles,Hapag-Lloyd,Sea,2024-04-01,2024-04-20,20,19,Delivered
S01519,O01519,Shanghai,Sydney,Evergreen,Sea,2024-02-19,2024-03-16,20,26,Delayed
S01520,O01520,Hamburg,Tokyo,MSC,Sea,2024-01-06,2024-02-02,28,27,Delivered
S01521,O01521,Busan,Sydney,Evergreen,Sea,2024-06-20,2024-07-05,16,15,Delivered
S01522,O01522,Tokyo,Sydney,DHL Aviation,Air,2024-05-05,2024-05-10,2,5,Delayed
S01523,O01523,Nhava Sheva,Houston,Maersk,Sea,2024-06-19,2024-07-22,30,33,Delayed
S01524,O01524,Hamburg,Antwerp,Hapag-Lloyd,Sea,2024-04-04,2024-04-13,5,9,Delayed
S01525,O01525,Hamburg,Tokyo,CMA CGM,Sea,2024-03-30,2024-04-29,28,30,Delayed
S01526,O01526,Dubai,London,DHL Aviation,Air,2024-02-25,2024-03-03,2,7,Delayed
S01527,O01527,Busan,New York,Hapag-Lloyd,Sea,2024-03-14,2024-04-15,32,32,Delivered
S01528,O01528,Tokyo,Sydney,FedEx Logistics,Air,2024-02-05,2024-02-06,2,1,Delivered
S01529,O01529,Hamburg,Tokyo,Hapag-Lloyd,Sea,2024-05-14,2024-06-14,28,31,Delayed
S01530,O01530,Shanghai,Sydney,Hapag-Lloyd,Sea,2024-01-23,2024-02-10,20,18,Delivered
S01531,O01531,Hamburg,Tokyo,Hapag-Lloyd,Sea,2024-02-14,2024-03-19,28,34,Delayed
S01532,O01532,Shanghai,Sydney,MSC,Sea,2024-02-21,2024-03-12,20,20,Delivered
S01533,O01533,Frankfurt,New York,FedEx Logistics,Air,2024-01-11,2024-01-15,2,4,Delayed
S01534,O01534,Frankfurt,New York,FedEx Logistics,Air,2024-05-23,2024-05-30,2,7,Delayed
S01535,O01535,Shanghai,Los Angeles,MSC,Sea,2024-03-08,2024-03-28,18,20,Delayed
S01536,O01536,Hong Kong,Los Angeles,FedEx Logistics,Air,2024-02-01,2024-02-05,2,4,Delayed
S01537,O01537,Busan,Sydney,Evergreen,Sea,2024-06-14,2024-07-01,16,17,Delayed
S01538,O01538,Hamburg,Tokyo,Hapag-Lloyd,Sea,2024-01-18,2024-02-18,28,31,Delayed
S01539,O01539,Shanghai,Sydney,Hapag-Lloyd,Sea,2024-03-07,2024-04-01,20,25,Delayed
S01540,O01540,Shanghai,Los Angeles,FedEx Logistics,Air,2024-05-11,2024-05-12,3,1,Delivered
S01541,O01541,Singapore,London,DHL Aviation,Air,2024-02-07,2024-02-12,2,5,Delayed
S01542,O01542,Hamburg,Antwerp,MSC,Sea,2024-04-01,2024-04-06,5,5,Delivered
S01543,O01543,Hamburg,Vancouver,Hapag-Lloyd,Sea,2024-06-11,2024-07-06,22,25,Delayed
S01544,O01544,Hamburg,Tokyo,COSCO,Sea,2024-06-12,2024-07-09,28,27,Delivered
S01545,O01545,Singapore,Antwerp,MSC,Sea,2024-07-14,2024-08-14,32,31,Delivered
S01546,O01546,Singapore,Felixstowe,COSCO,Sea,2024-03-23,2024-04-29,34,37,Delayed
S01547,O01547,Hong Kong,Los Angeles,FedEx Logistics,Air,2024-03-10,2024-03-15,2,5,Delayed
S01548,O01548,Shanghai,Sydney,CMA CGM,Sea,2024-02-06,2024-02-24,20,18,Delivered
S01549,O01549,Hamburg,Tokyo,CMA CGM,Sea,2024-07-18,2024-08-20,28,33,Delayed
S01550,O01550,Singapore,Felixstowe,Maersk,Sea,2024-02-25,2024-03-30,34,34,Delivered
S01551,O01551,Singapore,Los Angeles,COSCO,Sea,2024-06-06,2024-07-02,20,26,Delayed
S01552,O01552,Hong Kong,Los Angeles,DHL Aviation,Air,2024-04-16,2024-04-23,2,7,Delayed
S01553,O01553,Shanghai,Los Angeles,DHL Aviation,Air,2024-01-05,2024-01-13,3,8,Delayed
S01554,O01554,Hamburg,Antwerp,CMA CGM,Sea,2024-02-05,2024-02-15,5,10,Delayed
S01555,O01555,Dubai,London,FedEx Logistics,Air,2024-02-14,2024-02-18,2,4,Delayed
S01556,O01556,Shanghai,New York,MSC,Sea,2024-02-02,2024-03-03,30,30,Delivered
S01557,O01557,Hamburg,Tokyo,MSC,Sea,2024-02-23,2024-03-22,28,28,Delivered
S01558,O01558,Tokyo,Sydney,DHL Aviation,Air,2024-01-20,2024-01-21,2,1,Delivered
S01559,O01559,Busan,New York,Maersk,Sea,2024-02-20,2024-03-22,32,31,Delivered
S01560,O01560,Singapore,Antwerp,COSCO,Sea,2024-05-31,2024-06-30,32,30,Delivered
S01561,O01561,Hamburg,Tokyo,Maersk,Sea,2024-01-17,2024-02-16,28,30,Delayed
S01562,O01562,Shanghai,New York,Maersk,Sea,2024-06-03,2024-07-04,30,31,Delayed
S01563,O01563,Singapore,Los Angeles,MSC,Sea,2024-06-20,2024-07-13,20,23,Delayed
S01564,O01564,Singapore,Felixstowe,Evergreen,Sea,2024-03-12,2024-04-18,34,37,Delayed
S01565,O01565,Nhava Sheva,Houston,Evergreen,Sea,2024-06-05,2024-07-06,30,31,Delayed
S01566,O01566,Shanghai,New York,Maersk,Sea,2024-05-28,2024-06-25,30,28,Delivered
S01567,O01567,Hamburg,Antwerp,MSC,Sea,2024-03-13,2024-03-18,5,5,Delivered
S01568,O01568,Dubai,London,DHL Aviation,Air,2024-07-04,2024-07-05,2,1,Delivered
S01569,O01569,Dubai,London,FedEx Logistics,Air,2024-04-03,2024-04-05,2,2,Delivered
S01570,O01570,Shanghai,New York,MSC,Sea,2024-03-31,2024-05-04,30,34,Delayed
S01571,O01571,Nhava Sheva,Houston,MSC,Sea,2024-04-14,2024-05-13,30,29,Delivered
S01572,O01572,Hamburg,Vancouver,Maersk,Sea,2024-04-29,2024-05-20,22,21,Delivered
S01573,O01573,Busan,Sydney,CMA CGM,Sea,2024-06-29,2024-07-17,16,18,Delayed
S01574,O01574,Shanghai,Los Angeles,Maersk,Sea,2024-03-24,2024-04-16,18,23,Delayed
S01575,O01575,Hamburg,Tokyo,Hapag-Lloyd,Sea,2024-06-02,2024-07-02,28,30,Delayed
S01576,O01576,Busan,Sydney,MSC,Sea,2024-05-21,2024-06-10,16,20,Delayed
S01577,O01577,Busan,New York,MSC,Sea,2024-01-18,2024-02-24,32,37,Delayed
S01578,O01578,Frankfurt,New York,DHL Aviation,Air,2024-01-04,2024-01-11,2,7,Delayed
S01579,O01579,Busan,New York,Hapag-Lloyd,Sea,2024-05-13,2024-06-13,32,31,Delivered
S01580,O01580,Busan,New York,Hapag-Lloyd,Sea,2024-06-26,2024-07-27,32,31,Delivered
S01581,O01581,Singapore,Felixstowe,Maersk,Sea,2024-04-03,2024-05-08,34,35,Delayed
S01582,O01582,Shanghai,Sydney,Hapag-Lloyd,Sea,2024-02-01,2024-02-22,20,21,Delayed
S01583,O01583,Hong Kong,Los Angeles,FedEx Logistics,Air,2024-03-12,2024-03-16,2,4,Delayed
S01584,O01584,Singapore,Antwerp,Hapag-Lloyd,Sea,2024-04-01,2024-05-08,32,37,Delayed
S01585,O01585,Busan,New York,Hapag-Lloyd,Sea,2024-05-10,2024-06-13,32,34,Delayed
S01586,O01586,Busan,Sydney,Maersk,Sea,2024-02-01,2024-02-19,16,18,Delayed
S01587,O01587,Singapore,Los Angeles,Evergreen,Sea,2024-02-04,2024-02-22,20,18,Delivered
S01588,O01588,Shanghai,Los Angeles,Maersk,Sea,2024-05-07,2024-05-23,18,16,Delivered
S01589,O01589,Tokyo,Sydney,FedEx Logistics,Air,2024-02-09,2024-02-13,2,4,Delayed
S01590,O01590,Shanghai,New York,Maersk,Sea,2024-06-18,2024-07-24,30,36,Delayed
S01591,O01591,Busan,Sydney,MSC,Sea,2024-03-16,2024-04-06,16,21,Delayed
S01592,O01592,Hamburg,Tokyo,COSCO,Sea,2024-03-28,2024-05-01,28,34,Delayed
S01593,O01593,Shanghai,Los Angeles,Hapag-Lloyd,Sea,2024-01-31,2024-02-22,18,22,Delayed
S01594,O01594,Busan,New York,Hapag-Lloyd,Sea,2024-04-27,2024-05-27,32,30,Delivered
S01595,O01595,Nhava Sheva,Houston,Evergreen,Sea,2024-07-18,2024-08-19,30,32,Delayed
S01596,O01596,Singapore,London,FedEx Logistics,Air,2024-04-20,2024-04-22,2,2,Delivered
S01597,O01597,Busan,New York,Hapag-Lloyd,Sea,2024-07-14,2024-08-14,32,31,Delivered
S01598,O01598,Busan,Sydney,Evergreen,Sea,2024-05-21,2024-06-12,16,22,Delayed
S01599,O01599,Busan,Sydney,COSCO,Sea,2024-02-10,2024-03-03,16,22,Delayed
S01600,O01600,Hamburg,Tokyo,Hapag-Lloyd,Sea,2024-05-31,2024-07-02,28,32,Delayed
S01601,O01601,Hamburg,Vancouver,CMA CGM,Sea,2024-03-23,2024-04-12,22,20,Delivered
S01602,O01602,Shanghai,Los Angeles,MSC,Sea,2024-04-03,2024-04-24,18,21,Delayed
S01603,O01603,Dubai,London,DHL Aviation,Air,2024-07-14,2024-07-19,2,5,Delayed
S01604,O01604,Busan,New York,CMA CGM,Sea,2024-04-01,2024-05-07,32,36,Delayed
S01605,O01605,Singapore,Antwerp,MSC,Sea,2024-03-04,2024-04-06,32,33,Delayed
S01606,O01606,Shanghai,Sydney,Maersk,Sea,2024-06-25,2024-07-14,20,19,Delivered
S01607,O01607,Shanghai,Los Angeles,FedEx Logistics,Air,2024-02-13,2024-02-14,3,1,Delivered
S01608,O01608,Shanghai,Los Angeles,Hapag-Lloyd,Sea,2024-06-17,2024-07-09,18,22,Delayed
S01609,O01609,Busan,New York,CMA CGM,Sea,2024-01-06,2024-02-12,32,37,Delayed
S01610,O01610,Hamburg,Vancouver,Hapag-Lloyd,Sea,2024-05-26,2024-06-21,22,26,Delayed
S01611,O01611,Shanghai,New York,Hapag-Lloyd,Sea,2024-01-26,2024-02-26,30,31,Delayed
S01612,O01612,Nhava Sheva,Houston,Evergreen,Sea,2024-03-27,2024-04-26,30,30,Delivered
S01613,O01613,Hamburg,Vancouver,Hapag-Lloyd,Sea,2024-02-21,2024-03-19,22,27,Delayed
S01614,O01614,Shanghai,New York,COSCO,Sea,2024-02-24,2024-03-27,30,32,Delayed
S01615,O01615,Hamburg,Tokyo,COSCO,Sea,2024-04-12,2024-05-11,28,29,Delayed
S01616,O01616,Shanghai,New York,Evergreen,Sea,2024-05-28,2024-06-26,30,29,Delivered
S01617,O01617,Hamburg,Tokyo,Maersk,Sea,2024-05-25,2024-06-28,28,34,Delayed
S01618,O01618,Singapore,Los Angeles,CMA CGM,Sea,2024-01-20,2024-02-11,20,22,Delayed
S01619,O01619,Hamburg,Tokyo,Hapag-Lloyd,Sea,2024-06-18,2024-07-22,28,34,Delayed
S01620,O01620,Busan,New York,Hapag-Lloyd,Sea,2024-03-05,2024-04-12,32,38,Delayed
S01621,O01621,Nhava Sheva,Houston,MSC,Sea,2024-01-05,2024-02-10,30,36,Delayed
S01622,O01622,Dubai,London,FedEx Logistics,Air,2024-02-24,2024-03-02,2,7,Delayed
S01623,O01623,Singapore,Antwerp,COSCO,Sea,2024-06-06,2024-07-12,32,36,Delayed
S01624,O01624,Hong Kong,Los Angeles,DHL Aviation,Air,2024-05-13,2024-05-16,2,3,Delayed
S01625,O01625,Singapore,Felixstowe,MSC,Sea,2024-02-08,2024-03-15,34,36,Delayed
S01626,O01626,Tokyo,Sydney,FedEx Logistics,Air,2024-01-17,2024-01-20,2,3,Delayed
S01627,O01627,Frankfurt,New York,FedEx Logistics,Air,2024-06-14,2024-06-16,2,2,Delivered
S01628,O01628,Shanghai,Sydney,MSC,Sea,2024-04-13,2024-05-04,20,21,Delayed
S01629,O01629,Singapore,Los Angeles,Maersk,Sea,2024-03-03,2024-03-25,20,22,Delayed
S01630,O01630,Nhava Sheva,Houston,Hapag-Lloyd,Sea,2024-04-18,2024-05-16,30,28,Delivered
S01631,O01631,Hamburg,Tokyo,MSC,Sea,2024-01-08,2024-02-07,28,30,Delayed
S01632,O01632,Hamburg,Tokyo,Evergreen,Sea,2024-05-20,2024-06-17,28,28,Delivered
S01633,O01633,Shanghai,Los Angeles,Evergreen,Sea,2024-05-04,2024-05-20,18,16,Delivered
S01634,O01634,Shanghai,New York,CMA CGM,Sea,2024-06-03,2024-07-05,30,32,Delayed
S01635,O01635,Tokyo,Sydney,FedEx Logistics,Air,2024-06-20,2024-06-21,2,1,Delivered
S01636,O01636,Hamburg,Antwerp,MSC,Sea,2024-03-01,2024-03-05,5,4,Delivered
S01637,O01637,Nhava Sheva,Houston,Maersk,Sea,2024-05-13,2024-06-18,30,36,Delayed
S01638,O01638,Shanghai,New York,MSC,Sea,2024-06-02,2024-07-01,30,29,Delivered
S01639,O01639,Hamburg,Vancouver,CMA CGM,Sea,2024-05-29,2024-06-24,22,26,Delayed
S01640,O01640,Hong Kong,Los Angeles,DHL Aviation,Air,2024-04-18,2024-04-21,2,3,Delayed
S01641,O01641,Singapore,Felixstowe,MSC,Sea,2024-03-11,2024-04-19,34,39,Delayed
S01642,O01642,Shanghai,Sydney,Maersk,Sea,2024-05-05,2024-05-31,20,26,Delayed
S01643,O01643,Shanghai,New York,CMA CGM,Sea,2024-05-19,2024-06-22,30,34,Delayed
S01644,O01644,Singapore,Los Angeles,CMA CGM,Sea,2024-07-19,2024-08-08,20,20,Delivered
S01645,O01645,Hamburg,Antwerp,CMA CGM,Sea,2024-03-19,2024-03-22,5,3,Delivered
S01646,O01646,Shanghai,Sydney,Maersk,Sea,2024-07-08,2024-07-26,20,18,Delivered
S01647,O01647,Singapore,Antwerp,MSC,Sea,2024-03-05,2024-04-12,32,38,Delayed
S01648,O01648,Singapore,Antwerp,Evergreen,Sea,2024-04-02,2024-05-03,32,31,Delivered
S01649,O01649,Singapore,Los Angeles,Hapag-Lloyd,Sea,2024-04-09,2024-04-27,20,18,Delivered
S01650,O01650,Tokyo,Sydney,FedEx Logistics,Air,2024-03-18,2024-03-19,2,1,Delivered
S01651,O01651,Singapore,London,FedEx Logistics,Air,2024-02-23,2024-02-25,2,2,Delivered
S01652,O01652,Hong Kong,Los Angeles,FedEx Logistics,Air,2024-07-15,2024-07-21,2,6,Delayed
S01653,O01653,Hamburg,Tokyo,Maersk,Sea,2024-07-18,2024-08-20,28,33,Delayed
S01654,O01654,Busan,New York,CMA CGM,Sea,2024-07-02,2024-08-07,32,36,Delayed
S01655,O01655,Shanghai,Los Angeles,DHL Aviation,Air,2024-06-27,2024-07-02,3,5,Delayed
S01656,O01656,Hamburg,Vancouver,Hapag-Lloyd,Sea,2024-06-03,2024-07-01,22,28,Delayed
S01657,O01657,Busan,Sydney,Evergreen,Sea,2024-01-08,2024-01-22,16,14,Delivered
S01658,O01658,Singapore,Felixstowe,Evergreen,Sea,2024-04-23,2024-05-27,34,34,Delivered
S01659,O01659,Singapore,Los Angeles,Evergreen,Sea,2024-03-19,2024-04-11,20,23,Delayed
S01660,O01660,Shanghai,New York,MSC,Sea,2024-03-04,2024-04-09,30,36,Delayed
S01661,O01661,Singapore,Antwerp,MSC,Sea,2024-06-01,2024-07-07,32,36,Delayed
S01662,O01662,Hamburg,Vancouver,Hapag-Lloyd,Sea,2024-05-02,2024-05-24,22,22,Delivered
S01663,O01663,Singapore,Antwerp,COSCO,Sea,2024-03-24,2024-04-27,32,34,Delayed
S01664,O01664,Busan,New York,CMA CGM,Sea,2024-02-16,2024-03-23,32,36,Delayed
S01665,O01665,Dubai,London,DHL Aviation,Air,2024-01-06,2024-01-07,2,1,Delivered
S01666,O01666,Hong Kong,Los Angeles,DHL Aviation,Air,2024-01-23,2024-01-30,2,7,Delayed
S01667,O01667,Hamburg,Antwerp,MSC,Sea,2024-01-13,2024-01-22,5,9,Delayed
S01668,O01668,Shanghai,Sydney,CMA CGM,Sea,2024-02-08,2024-02-27,20,19,Delivered
S01669,O01669,Singapore,London,DHL Aviation,Air,2024-01-04,2024-01-12,2,8,Delayed
S01670,O01670,Busan,Sydney,Evergreen,Sea,2024-05-06,2024-05-21,16,15,Delivered
S01671,O01671,Singapore,Los Angeles,MSC,Sea,2024-07-19,2024-08-10,20,22,Delayed
S01672,O01672,Busan,Sydney,Hapag-Lloyd,Sea,2024-02-03,2024-02-23,16,20,Delayed
S01673,O01673,Dubai,London,DHL Aviation,Air,2024-03-13,2024-03-16,2,3,Delayed
S01674,O01674,Busan,New York,MSC,Sea,2024-01-08,2024-02-11,32,34,Delayed
S01675,O01675,Singapore,London,FedEx Logistics,Air,2024-03-04,2024-03-09,2,5,Delayed
S01676,O01676,Singapore,Antwerp,Hapag-Lloyd,Sea,2024-01-22,2024-02-21,32,30,Delivered
S01677,O01677,Hamburg,Vancouver,Evergreen,Sea,2024-04-11,2024-05-04,22,23,Delayed
S01678,O01678,Hamburg,Antwerp,Hapag-Lloyd,Sea,2024-07-07,2024-07-14,5,7,Delayed
